1.0000	0.0025	0.0205
0.9914	0.0060	0.0175
0.9775	0.0117	0.0127
0.9621	0.0178	0.0073
0.9455	0.0243	0.0014
0.9276	0.0311	-0.0051
0.9087	0.0380	-0.0121
0.8890	0.0451	-0.0196
0.8687	0.0522	-0.0275
0.8478	0.0593	-0.0359
0.8267	0.0662	-0.0445
0.8053	0.0730	-0.0533
0.7837	0.0797	-0.0615
0.7620	0.0861	-0.0665
0.7403	0.0924	-0.0738
0.7185	0.0984	-0.1118
0.6968	0.1041	-0.1700
0.6750	0.1096	-0.2426
0.6534	0.1149	-0.3228
0.6318	0.1199	-0.4059
0.6103	0.1247	-0.4890
0.5889	0.1291	-0.5708
0.5677	0.1333	-0.6511
0.5467	0.1371	-0.7304
0.5259	0.1407	-0.8087
0.5053	0.1440	-0.8870
0.4850	0.1469	-0.9650
0.4650	0.1496	-1.0439
0.4453	0.1519	-1.1239
0.4261	0.1538	-1.2056
0.4074	0.1555	-1.2917
0.3892	0.1568	-1.3857
0.3715	0.1577	-1.4686
0.3542	0.1583	-1.5463
0.3374	0.1585	-1.6196
0.3209	0.1583	-1.6891
0.3048	0.1578	-1.7553
0.2891	0.1569	-1.8178
0.2737	0.1557	-1.8768
0.2588	0.1542	-1.9323
0.2442	0.1525	-1.9839
0.2301	0.1504	-2.0314
0.2164	0.1480	-2.0752
0.2031	0.1454	-2.1146
0.1903	0.1426	-2.1498
0.1780	0.1395	-2.1802
0.1662	0.1363	-2.2053
0.1549	0.1329	-2.2265
0.1441	0.1293	-2.2406
0.1338	0.1256	-2.2485
0.1241	0.1218	-2.2512
0.1148	0.1180	-2.2629
0.1061	0.1140	-2.3064
0.0978	0.1101	-2.3127
0.0901	0.1061	-2.2996
0.0828	0.1021	-2.2895
0.0759	0.0981	-2.2770
0.0695	0.0942	-2.2626
0.0635	0.0902	-2.2448
0.0578	0.0863	-2.2227
0.0526	0.0824	-2.1996
0.0476	0.0786	-2.1706
0.0430	0.0748	-2.1385
0.0387	0.0710	-2.1029
0.0347	0.0673	-2.0622
0.0310	0.0636	-2.0183
0.0275	0.0599	-1.9664
0.0243	0.0563	-1.9122
0.0213	0.0527	-1.8505
0.0186	0.0492	-1.7836
0.0160	0.0457	-1.7086
0.0137	0.0422	-1.6282
0.0115	0.0388	-1.5393
0.0096	0.0353	-1.4443
0.0079	0.0320	-1.3406
0.0063	0.0286	-1.2293
0.0049	0.0253	-1.1109
0.0038	0.0220	-0.9866
0.0027	0.0187	-0.8557
0.0019	0.0155	-0.7186
0.0012	0.0123	-0.5810
0.0007	0.0092	-0.4390
0.0003	0.0061	-0.2974
0.0001	0.0030	-0.1585
0.0000	0.0000	-0.0233
0.0001	-0.0030	0.1044
0.0003	-0.0060	0.2332
0.0007	-0.0090	0.3562
0.0012	-0.0120	0.4735
0.0019	-0.0150	0.5839
0.0029	-0.0180	0.6858
0.0039	-0.0210	0.7746
0.0052	-0.0239	0.8486
0.0067	-0.0269	0.9094
0.0084	-0.0297	0.9537
0.0103	-0.0326	0.9827
0.0124	-0.0353	0.9975
0.0147	-0.0380	0.9992
0.0172	-0.0407	0.9893
0.0199	-0.0432	0.9703
0.0228	-0.0457	0.9426
0.0260	-0.0482	0.9098
0.0293	-0.0506	0.8721
0.0328	-0.0529	0.8312
0.0366	-0.0551	0.7887
0.0406	-0.0573	0.7451
0.0449	-0.0594	0.7007
0.0494	-0.0615	0.6568
0.0542	-0.0635	0.6138
0.0593	-0.0654	0.5718
0.0647	-0.0673	0.5312
0.0705	-0.0691	0.4921
0.0766	-0.0708	0.4538
0.0832	-0.0725	0.4187
0.0902	-0.0742	0.3841
0.0977	-0.0757	0.3519
0.1057	-0.0772	0.3202
0.1144	-0.0786	0.2963
0.1237	-0.0799	0.2721
0.1338	-0.0810	0.2455
0.1447	-0.0821	0.2230
0.1564	-0.0830	0.2020
0.1691	-0.0838	0.1847
0.1828	-0.0843	0.1691
0.1976	-0.0847	0.1550
0.2135	-0.0849	0.1429
0.2306	-0.0848	0.1329
0.2488	-0.0845	0.1245
0.2682	-0.0839	0.1175
0.2886	-0.0831	0.1124
0.3102	-0.0820	0.1079
0.3326	-0.0807	0.1039
0.3559	-0.0792	0.0998
0.3798	-0.0775	0.0947
0.4040	-0.0758	0.0838
0.4282	-0.0738	0.0757
0.4527	-0.0717	0.0722
0.4774	-0.0693	0.0702
0.5024	-0.0668	0.0696
0.5277	-0.0640	0.0696
0.5533	-0.0612	0.0702
0.5792	-0.0582	0.0709
0.6053	-0.0551	0.0716
0.6317	-0.0519	0.0724
0.6583	-0.0486	0.0730
0.6851	-0.0452	0.0733
0.7120	-0.0417	0.0732
0.7389	-0.0383	0.0727
0.7658	-0.0348	0.0719
0.7925	-0.0312	0.0707
0.8190	-0.0277	0.0691
0.8450	-0.0242	0.0671
0.8703	-0.0208	0.0649
0.8946	-0.0175	0.0625
0.9175	-0.0143	0.0600
0.9387	-0.0113	0.0581
0.9581	-0.0086	0.0565
0.9754	-0.0061	0.0553
0.9908	-0.0039	0.0639
1.0000	-0.0025	0.0205
