1.0000	0.0013	0.0840
0.9939	0.0029	0.0842
0.9833	0.0058	0.0853
0.9710	0.0090	0.0807
0.9572	0.0126	0.0701
0.9424	0.0164	0.0542
0.9270	0.0202	0.0332
0.9112	0.0240	0.0076
0.8953	0.0278	-0.0221
0.8793	0.0315	-0.0549
0.8633	0.0351	-0.0900
0.8472	0.0386	-0.1266
0.8311	0.0421	-0.1639
0.8149	0.0454	-0.2017
0.7988	0.0487	-0.2393
0.7826	0.0519	-0.2767
0.7664	0.0550	-0.3138
0.7502	0.0580	-0.3503
0.7340	0.0609	-0.3864
0.7177	0.0637	-0.4220
0.7015	0.0664	-0.4573
0.6852	0.0690	-0.4925
0.6690	0.0716	-0.5273
0.6527	0.0740	-0.5620
0.6365	0.0763	-0.5967
0.6202	0.0786	-0.6317
0.6039	0.0807	-0.6665
0.5877	0.0827	-0.7019
0.5714	0.0847	-0.7373
0.5551	0.0865	-0.7735
0.5389	0.0882	-0.8099
0.5227	0.0898	-0.8472
0.5064	0.0913	-0.8854
0.4902	0.0926	-0.9242
0.4740	0.0939	-0.9645
0.4579	0.0950	-1.0063
0.4417	0.0960	-1.0499
0.4256	0.0969	-1.0962
0.4097	0.0977	-1.1458
0.3938	0.0982	-1.2037
0.3782	0.0987	-1.2562
0.3626	0.0989	-1.3055
0.3472	0.0988	-1.3528
0.3317	0.0986	-1.3986
0.3164	0.0982	-1.4438
0.3011	0.0976	-1.4882
0.2859	0.0967	-1.5322
0.2707	0.0956	-1.5758
0.2556	0.0943	-1.6192
0.2406	0.0928	-1.6633
0.2257	0.0910	-1.7064
0.2109	0.0890	-1.7510
0.1963	0.0868	-1.7960
0.1818	0.0843	-1.8420
0.1674	0.0816	-1.8896
0.1533	0.0786	-1.9392
0.1394	0.0753	-1.9915
0.1258	0.0719	-2.0471
0.1125	0.0682	-2.1066
0.0998	0.0643	-2.1710
0.0876	0.0602	-2.2403
0.0762	0.0561	-2.3139
0.0657	0.0519	-2.3893
0.0563	0.0478	-2.4682
0.0479	0.0439	-2.5663
0.0406	0.0402	-2.8504
0.0342	0.0367	-2.9488
0.0288	0.0334	-3.0566
0.0241	0.0304	-3.1708
0.0201	0.0276	-3.2923
0.0166	0.0249	-3.4220
0.0136	0.0224	-3.5569
0.0110	0.0200	-3.6959
0.0087	0.0176	-3.8335
0.0067	0.0154	-3.9646
0.0050	0.0132	-4.0796
0.0036	0.0111	-4.1696
0.0024	0.0091	-4.2133
0.0015	0.0070	-4.1929
0.0008	0.0050	-4.0833
0.0003	0.0031	-3.8646
0.0000	0.0012	-3.5390
0.0000	-0.0006	-3.1153
0.0002	-0.0025	-2.5983
0.0007	-0.0044	-1.9851
0.0014	-0.0062	-1.3312
0.0024	-0.0081	-0.7054
0.0037	-0.0098	-0.1733
0.0053	-0.0115	0.2403
0.0071	-0.0131	0.5396
0.0093	-0.0146	0.7427
0.0117	-0.0160	0.8732
0.0144	-0.0174	0.9499
0.0174	-0.0187	0.9884
0.0209	-0.0200	1.0000
0.0248	-0.0212	0.9925
0.0292	-0.0224	0.9717
0.0342	-0.0236	0.9416
0.0400	-0.0247	0.9046
0.0467	-0.0257	0.8636
0.0545	-0.0267	0.8200
0.0635	-0.0276	0.7756
0.0738	-0.0283	0.7317
0.0854	-0.0289	0.6902
0.0983	-0.0293	0.6518
0.1122	-0.0295	0.6181
0.1270	-0.0295	0.5900
0.1423	-0.0292	0.5638
0.1581	-0.0289	0.5408
0.1742	-0.0284	0.5217
0.1906	-0.0278	0.5052
0.2071	-0.0271	0.4910
0.2239	-0.0263	0.4787
0.2408	-0.0255	0.4671
0.2578	-0.0247	0.4569
0.2748	-0.0238	0.4475
0.2919	-0.0229	0.4386
0.3090	-0.0221	0.4304
0.3260	-0.0212	0.4226
0.3430	-0.0204	0.4148
0.3599	-0.0197	0.4069
0.3769	-0.0189	0.3986
0.3938	-0.0183	0.3890
0.4108	-0.0176	0.3770
0.4278	-0.0170	0.3681
0.4449	-0.0163	0.3601
0.4620	-0.0156	0.3532
0.4792	-0.0149	0.3466
0.4964	-0.0142	0.3404
0.5136	-0.0135	0.3348
0.5307	-0.0128	0.3293
0.5479	-0.0121	0.3239
0.5650	-0.0114	0.3187
0.5822	-0.0108	0.3138
0.5993	-0.0101	0.3086
0.6164	-0.0095	0.3039
0.6334	-0.0089	0.2987
0.6505	-0.0083	0.2938
0.6676	-0.0077	0.2887
0.6846	-0.0071	0.2835
0.7016	-0.0066	0.2785
0.7187	-0.0061	0.2729
0.7357	-0.0056	0.2675
0.7527	-0.0051	0.2616
0.7698	-0.0047	0.2560
0.7868	-0.0043	0.2496
0.8038	-0.0039	0.2435
0.8208	-0.0036	0.2367
0.8379	-0.0032	0.2298
0.8549	-0.0029	0.2222
0.8719	-0.0027	0.2144
0.8889	-0.0024	0.2064
0.9058	-0.0022	0.1971
0.9226	-0.0020	0.1874
0.9390	-0.0018	0.1769
0.9548	-0.0016	0.1651
0.9695	-0.0015	0.1530
0.9826	-0.0014	0.1383
0.9937	-0.0013	0.1254
1.0000	-0.0013	0.0840
