0.0908	0.0506
0.1158	0.0631
0.1551	0.0967
0.2000	0.1407
0.2472	0.1758
0.2950	0.1968
0.3429	0.2021
0.3903	0.1968
0.4369	0.1863
0.4826	0.1743
0.5271	0.1627
0.5704	0.1530
0.6121	0.1446
0.6523	0.1375
0.6908	0.1314
0.7274	0.1259
0.7621	0.1209
0.7947	0.1160
0.8252	0.1111
0.8535	0.1058
0.8794	0.1001
0.9030	0.0935
0.9241	0.0860
0.9427	0.0775
0.9588	0.0679
0.9722	0.0573
0.9830	0.0460
0.9912	0.0341
0.9966	0.0223
1.0000	0.0123
